"fot_codigo","POR_CULT","POR_CIELO","POR_PAISAJE","PAN_DET","HERBÁCEO O LEÑOSO","AB_REV"
"2489803",54.74,5.24,8.25,"Panorámica","H",0
"2489863",22.41,31.11,2.20,"Panorámica","H",0
"2489865",40.82,23.25,6.47,"Panorámica","H",0
"2489866",29.28,19.61,2.05,"Panorámica","H",0
"2489867",31.92,16.30,1.98,"Panorámica","H",0
"2489868",42.43,8.35,2.24,"Panorámica","H",0
"2489869",25.76,20.98,1.88,"Panorámica","H",0
"2489870",29.89,21.51,6.20,"Panorámica","H",0
"2489871",41.49,23.16,4.54,"Panorámica","H",0
"2489872",55.68,15.69,3.43,"Detalle","H",0
"2489873",11.08,22.84,9.23,"Panorámica","H",0
"2489880",57.24,4.92,1.51,"Detalle","H",0
"2489884",34.65,34.43,3.43,"Panorámica","H",0
"2489923",15.45,11.62,1.28,"Panorámica","H",0
"2489925",46.13,24.46,0.00,"Panorámica","H",0
"2489928",31.00,28.73,3.03,"Panorámica","H",0
"2489964",21.14,7.22,0.00,"Panorámica","H",0
"2489965",2.22,18.84,0.00,"Panorámica","H",0
"2489966",23.81,28.78,3.47,"Panorámica","H",0
"2489967",11.70,21.80,2.37,"Panorámica","H",0
"2489968",81.03,0.00,7.39,"Panorámica","H",0
"2489970",8.97,7.26,1.44,"Panorámica","H",0
"2489971",53.71,8.08,0.00,"Panorámica","H",0
"2489977",32.02,12.27,2.06,"Panorámica","H",0
"2489978",25.95,20.33,2.71,"Panorámica","H",0
"2490450",58.72,17.56,6.26,"Panorámica","H",0
"2491062",24.29,11.38,1.09,"Panorámica","H",0
"2491063",20.81,6.92,0.00,"Panorámica","H",0
"2491066",38.36,13.82,1.49,"Panorámica","H",0
"2491083",50.90,3.29,3.28,"Detalle","H",0
"2491084",32.78,6.39,1.29,"Panorámica","H",0
"2491085",25.19,6.00,2.20,"Panorámica","H",0
"2491086",37.86,6.52,0.00,"Panorámica","H",0
"2491089",16.08,13.45,1.06,"Panorámica","H",0
"2491090",10.61,18.69,1.79,"Panorámica","H",0
"2491092",63.74,4.15,1.15,"Detalle","H",0
"2491093",15.81,14.38,0.00,"Panorámica","H",0
"2491094",26.22,15.52,0.00,"Panorámica","H",0
"2491095",25.06,16.15,0.00,"Panorámica","H",0
"2491096",17.05,21.94,0.00,"Panorámica","H",0
"2491097",15.28,23.38,0.00,"Panorámica","H",0
"2491098",19.34,15.43,0.00,"Panorámica","H",0
"2491099",47.34,13.91,0.00,"Panorámica","H",0
"2491100",34.23,18.45,0.00,"Panorámica","H",0
"2491101",25.02,20.92,1.13,"Panorámica","H",0
"2491109",52.15,5.90,32.95,"Panorámica","H",0
"2491158",34.69,20.72,3.80,"Panorámica","H",0
"2491206",33.85,16.84,2.46,"Panorámica","H",0
"2491207",62.03,7.23,5.69,"Panorámica","H",0
"2491208",29.25,13.68,0.00,"Panorámica","H",0
"2491210",58.67,8.29,1.11,"Detalle","H",0
"2491211",50.12,17.18,0.00,"Panorámica","H",0
"2491212",44.38,10.50,0.00,"Panorámica","H",0
"2491213",46.98,18.90,2.35,"Panorámica","H",0
"2491214",21.32,10.26,12.98,"Panorámica","H",0
"2491215",0.00,18.68,0.00,"Panorámica","H",0
"2491216",10.44,3.23,11.91,"Panorámica","H",0
"2491218",64.61,10.40,8.95,"Panorámica","H",0
"2491221",63.69,8.37,0.00,"Detalle","H",0
"2491222",68.53,14.84,1.76,"Detalle","H",0
"2491249",58.03,23.00,13.05,"Panorámica","H",0
"2491250",48.96,31.54,13.61,"Panorámica","H",0
"2491445",32.29,13.68,0.00,"Panorámica","H",0
"2491452",54.27,12.39,0.00,"Panorámica","H",0
"2491453",85.99,3.30,0.00,"Panorámica","H",0
"2491454",79.45,6.87,0.00,"Panorámica","H",0
"2491480",58.18,18.71,6.75,"Panorámica","H",0
"2491481",71.71,20.47,5.39,"Panorámica","H",0
"2491482",75.19,14.35,0.00,"Panorámica","H",0
"2491658",33.28,12.04,0.00,"Panorámica","H",0
"2491893",16.76,10.85,2.36,"Panorámica","H",0
"2491936",45.55,13.01,7.64,"Panorámica","H",0
"2491981",80.89,3.29,2.64,"Detalle","H",0
"2491982",60.96,11.53,0.00,"Panorámica","H",0
"2491990",79.33,2.85,1.87,"Detalle","H",0
"2491991",70.96,1.89,0.00,"Panorámica","H",0
"2491993",54.29,4.06,0.00,"Panorámica","H",0
"2492052",35.52,2.08,6.17,"Panorámica","H",0
"2492053",62.91,0.00,1.77,"Detalle","H",0
"2492072",60.55,8.51,12.77,"Panorámica","H",0
"2492073",23.37,3.53,1.12,"Panorámica","H",0
"2492082",71.96,17.51,3.39,"Panorámica","H",0
"2492083",50.23,15.99,1.69,"Panorámica","H",0
"2492095",8.58,9.07,4.69,"Panorámica","H",0
"2492096",9.89,2.07,16.01,"Panorámica","H",0
"2492247",40.21,15.88,3.91,"Panorámica","H",0
"2492250",41.16,45.89,4.50,"Panorámica","H",0
"2492277",15.09,28.81,1.17,"Panorámica","H",0
"2492278",58.01,35.84,3.52,"Panorámica","H",0
"2492280",31.24,21.45,0.00,"Panorámica","H",0
"2492281",75.91,15.92,0.00,"Detalle","H",0
"2492282",80.88,6.61,3.73,"Detalle","H",0
"2492284",66.78,18.82,0.00,"Panorámica","H",0
"2492285",28.74,7.61,0.00,"Panorámica","H",0
"2492286",37.51,17.73,0.00,"Panorámica","H",0
"2492287",83.77,7.37,0.00,"Detalle","H",0
"2492288",51.94,10.07,3.14,"Panorámica","H",0
"2492289",10.39,9.78,5.25,"Panorámica","H",0
"2492290",11.98,18.63,0.00,"Panorámica","H",0
"2492292",32.71,16.17,0.00,"Panorámica","H",0
"2492293",76.79,18.70,0.00,"Panorámica","H",0
"2492320",32.56,27.55,3.74,"Panorámica","H",0
"2492322",52.24,20.82,0.00,"Panorámica","H",0
"2492323",29.82,19.35,4.18,"Panorámica","H",0
"2492324",68.24,18.77,2.67,"Panorámica","H",0
"2492325",58.82,37.61,0.00,"Panorámica","H",0
"2492326",54.51,24.64,2.62,"Panorámica","H",0
"2492327",63.60,28.28,1.14,"Detalle","H",0
"2492332",39.15,22.60,1.60,"Panorámica","H",0
"2492337",23.09,8.04,1.44,"Panorámica","H",0
"2492338",37.94,14.53,5.96,"Panorámica","H",0
"2492339",58.35,27.64,10.91,"Panorámica","H",0
"2492340",68.05,14.83,5.66,"Panorámica","H",0
"2492374",32.87,10.98,0.00,"Panorámica","H",0
"2492454",39.54,29.20,0.00,"Panorámica","H",0
"2492457",16.11,25.46,0.00,"Panorámica","H",0
"2492458",36.97,25.16,5.98,"Panorámica","H",0
"2492462",66.99,24.46,1.19,"Panorámica","H",0
"2492463",35.95,9.02,1.81,"Panorámica","H",0
"2492464",34.37,3.54,0.00,"Panorámica","H",0
"2492466",45.89,0.00,5.69,"Panorámica","H",0
"2492467",48.59,0.00,10.77,"Panorámica","H",0
"2492469",45.41,5.13,12.77,"Panorámica","H",0
"2492470",16.76,0.00,0.00,"Detalle","H",0
"2492471",42.49,0.00,0.00,"Panorámica","H",0
"2492481",89.77,0.00,7.89,"Detalle","H",0
"2492482",75.17,16.67,5.23,"Panorámica","H",0
"2492484",77.66,12.11,5.31,"Panorámica","H",0
"2492486",72.94,7.97,14.99,"Detalle","H",0
"2492545",64.03,20.11,0.00,"Panorámica","H",0
"2492546",37.03,19.53,2.20,"Panorámica","H",0
"2492550",26.94,16.46,0.00,"Panorámica","H",0
"2492567",67.00,13.39,0.00,"Panorámica","H",0
"2492568",53.21,11.08,0.00,"Panorámica","H",0
"2492569",48.24,12.26,0.00,"Panorámica","H",0
"2492579",51.00,0.00,4.00,"Detalle","H",0
"2492586",75.96,8.94,11.67,"Panorámica","H",0
"2492590",28.75,9.46,4.04,"Panorámica","H",0
"2492591",74.10,0.00,7.95,"Panorámica","H",0
"2492593",82.75,2.05,10.69,"Panorámica","H",0
"2492595",45.19,5.62,5.62,"Panorámica","H",0
"2492616",29.10,17.43,2.88,"Panorámica","H",0
"2492619",7.10,5.31,4.01,"Panorámica","H",0
"2492622",8.60,32.27,1.60,"Panorámica","H",0
"2492623",34.44,0.00,0.00,"Detalle","H",0
"2492624",7.60,36.93,1.82,"Panorámica","H",0
"2492626",67.16,0.00,0.00,"Detalle","H",0
"2492627",37.86,29.45,4.72,"Panorámica","H",0
"2492628",25.90,27.91,7.36,"Panorámica","H",0
"2492667",64.97,24.60,0.00,"Panorámica","H",0
"2492712",42.45,51.13,3.78,"Panorámica","H",0
"2492713",30.50,57.57,3.97,"Panorámica","H",0
"2492714",60.48,27.31,1.24,"Panorámica","H",0
"2492721",37.93,12.84,0.00,"Panorámica","H",0
"2492722",26.01,24.37,0.00,"Panorámica","H",0
"2492727",34.88,28.78,3.92,"Panorámica","H",0
"2492728",4.65,21.94,1.08,"Panorámica","H",0
"2492729",45.46,16.79,0.00,"Panorámica","H",0
"2492742",56.93,18.13,2.04,"Panorámica","H",0
"2492743",60.47,20.45,3.54,"Panorámica","H",0
"2492744",75.77,12.82,0.00,"Panorámica","H",0
"2492745",34.58,7.37,0.00,"Detalle","H",0
"2492746",46.47,9.62,0.00,"Panorámica","H",0
"2492747",43.58,35.20,0.00,"Panorámica","H",0
"2492748",40.90,11.03,0.00,"Panorámica","H",0
"2492794",14.36,9.75,8.61,"Panorámica","H",0
"2492870",28.29,0.00,13.59,"Panorámica","H",0
"2492875",53.50,0.00,0.00,"Detalle","H",0
"2492876",78.06,3.34,3.29,"Panorámica","H",0
"2492879",71.36,0.00,0.00,"Detalle","H",0
"2492880",76.68,3.91,10.70,"Panorámica","H",0
"2492881",17.27,5.66,0.00,"Panorámica","H",0
"2492882",22.54,7.55,3.08,"Panorámica","H",0
"2492883",86.43,1.53,0.00,"Detalle","H",0
"2492888",75.49,9.94,12.09,"Panorámica","H",0
"2492889",79.34,10.27,3.92,"Detalle","H",0
"2492890",33.36,5.91,3.43,"Panorámica","H",0
"2492891",53.03,8.40,24.37,"Panorámica","H",0
"2492892",56.01,6.84,31.46,"Panorámica","H",0
"2492893",37.79,13.12,14.27,"Panorámica","H",0
"2492894",47.71,15.66,20.46,"Panorámica","H",0
"2492895",26.23,17.62,7.65,"Panorámica","H",0
"2492896",58.73,6.83,21.00,"Panorámica","H",0
"2492897",49.93,9.88,13.01,"Panorámica","H",0
"2492921",8.70,9.03,1.91,"Panorámica","H",0
"2492922",8.36,10.73,2.43,"Panorámica","H",0
"2492924",21.79,8.69,3.84,"Panorámica","H",0
"2492931",56.43,13.39,0.00,"Panorámica","H",0
"2492932",61.64,11.62,0.00,"Panorámica","H",0
"2492933",12.78,6.53,7.66,"Panorámica","H",0
"2492934",52.29,14.37,1.77,"Panorámica","H",0
"2492935",46.13,8.64,0.00,"Panorámica","H",0
"2492936",18.08,19.29,0.00,"Panorámica","H",0
"2492937",16.61,13.08,0.00,"Panorámica","H",0
"2492939",21.53,5.06,1.51,"Panorámica","H",0
"2492940",47.51,13.05,3.70,"Panorámica","H",0
"2492941",61.67,17.15,1.25,"Panorámica","H",0
"2492943",24.25,15.85,4.33,"Panorámica","H",0
"2492944",41.93,12.10,0.00,"Panorámica","H",0
"2492961",99.46,0.00,0.00,"Detalle","H",0
"2492962",44.73,20.26,0.00,"Panorámica","H",0
"2492996",88.23,5.91,4.07,"Detalle","H",0
"2492997",53.85,7.10,0.00,"Detalle","H",0
"2493000",44.29,3.80,6.64,"Panorámica","H",0
"2493006",73.51,6.01,0.00,"Detalle","H",0
"2493007",16.42,6.27,2.52,"Panorámica","H",0
"2493008",65.48,2.98,1.04,"Panorámica","H",0
"2493009",50.97,3.49,0.00,"Detalle","H",0
"2493010",48.06,3.84,0.00,"Panorámica","H",0
"2493011",91.00,1.09,4.35,"Detalle","H",0
"2493012",53.22,5.15,1.01,"Detalle","H",0
"2493014",20.08,6.76,1.21,"Panorámica","H",0
"2493015",41.94,3.61,0.00,"Panorámica","H",0
"2493018",74.53,4.98,2.11,"Detalle","H",0
"2493024",76.92,6.67,0.00,"Detalle","H",0
"2493025",18.19,7.32,1.17,"Panorámica","H",0
"2493028",50.60,2.89,0.00,"Detalle","H",0
"2493032",44.04,3.92,0.00,"Panorámica","H",0
"2493033",35.84,6.50,0.00,"Panorámica","H",0
"2493034",80.75,13.07,0.00,"Detalle","H",0
"2493035",81.33,11.59,5.13,"Detalle","H",0
"2493036",55.71,11.31,0.00,"Panorámica","H",0
"2493037",87.17,6.08,4.82,"Detalle","H",0
"2493038",56.40,7.96,2.98,"Panorámica","H",0
"2493039",30.32,9.59,5.08,"Panorámica","H",0
"2493061",41.63,14.22,3.37,"Panorámica","H",0
"2493072",29.64,0.00,13.24,"Panorámica","H",0
"2493133",67.58,10.29,4.83,"Panorámica","H",0
"2493134",45.56,20.60,2.96,"Panorámica","H",0
"2493137",50.26,5.12,2.03,"Detalle","H",0
"2493142",26.95,10.91,1.74,"Panorámica","H",0
"2493149",35.96,14.48,4.77,"Panorámica","H",0
"2493150",61.60,13.82,4.29,"Panorámica","H",0
"2493164",64.89,27.88,4.53,"Panorámica","H",0
"2493165",45.73,18.89,6.56,"Panorámica","H",0
"2493169",55.23,36.39,1.99,"Panorámica","H",0
"2493219",56.38,9.88,17.10,"Panorámica","H",0
"2493258",0.00,4.91,3.48,"Panorámica","H",0
"2493259",22.91,7.34,7.52,"Panorámica","H",0
"2493260",70.00,8.09,17.71,"Panorámica","H",0
"2493304",54.79,4.09,14.87,"Panorámica","H",0
"2493310",0.00,12.04,0.00,"Panorámica","H",0
"2493312",51.74,15.50,0.00,"Panorámica","H",0
"2493356",77.49,4.43,0.00,"Panorámica","H",0
"2493371",34.26,20.93,1.08,"Panorámica","H",0
"2493380",63.80,4.94,7.45,"Panorámica","H",0
"2493381",89.24,1.78,6.21,"Detalle","H",0
"2493382",80.96,7.92,5.84,"Detalle","H",0
"2493383",17.46,4.93,8.19,"Panorámica","H",0
"2493388",31.26,6.66,7.32,"Panorámica","H",0
"2493389",23.02,13.27,5.82,"Panorámica","H",0
"2493423",37.17,28.10,0.00,"Panorámica","H",0
"2493426",26.27,0.00,0.00,"Panorámica","H",0
"2493435",60.19,8.87,0.00,"Panorámica","H",0
"2493438",19.56,9.92,3.95,"Panorámica","H",0
"2493497",16.06,16.50,5.55,"Panorámica","H",0
"2493500",43.38,12.16,1.08,"Panorámica","H",0
"2493507",27.37,5.37,1.95,"Panorámica","H",0
"2493512",3.85,22.85,2.11,"Panorámica","H",0
"2493516",41.64,14.60,6.00,"Panorámica","H",0
"2493538",89.47,6.81,1.64,"Detalle","H",0
"2493550",61.70,2.61,0.00,"Panorámica","H",0
"2493555",8.03,7.53,7.18,"Panorámica","H",0
"2493557",11.88,10.05,0.00,"Panorámica","H",0
"2493565",64.81,7.03,2.33,"Detalle","H",0
"2493567",83.12,9.44,4.23,"Panorámica","H",0
"2493568",84.61,9.42,0.00,"Detalle","H",0
"2493569",37.70,10.48,4.19,"Panorámica","H",0
"2493571",36.57,13.13,0.00,"Panorámica","H",0
"2493572",21.35,12.70,0.00,"Panorámica","H",0
"2493579",39.46,14.13,0.00,"Panorámica","H",0
"2493582",45.54,8.25,2.70,"Panorámica","H",0
"2493584",23.97,20.14,0.00,"Panorámica","H",0
"2493585",56.84,16.33,0.00,"Detalle","H",0
"2493586",38.43,18.93,0.00,"Detalle","H",0
"2493587",88.43,7.28,2.04,"Detalle","H",0
"2493591",77.55,8.67,2.52,"Detalle","H",0
"2493602",74.38,6.77,3.24,"Panorámica","H",0
"2493603",70.73,15.87,0.00,"Detalle","H",0
"2493604",65.18,2.93,0.00,"Detalle","H",0
"2493607",37.12,6.78,9.87,"Panorámica","H",0
"2493615",14.38,24.29,0.00,"Panorámica","H",0
"2493616",0.00,22.56,0.00,"Panorámica","H",0
"2493755",0.00,8.80,0.00,"Panorámica","H",0
"2493756",29.36,28.22,3.66,"Panorámica","H",0
"2493757",45.22,17.02,1.04,"Panorámica","H",0
"2493759",47.87,19.08,1.10,"Panorámica","H",0
"2493761",39.29,19.52,3.02,"Panorámica","H",0
"2493767",22.21,15.80,2.03,"Panorámica","H",0
"2493768",15.11,22.15,1.65,"Panorámica","H",0
"2493780",42.04,14.73,1.47,"Panorámica","H",0
"2494210",58.23,6.12,0.00,"Detalle","H",0
"2494257",30.84,12.54,5.81,"Panorámica","H",0
"2494258",45.06,7.96,3.64,"Detalle","H",0
"2494297",33.21,16.95,5.81,"Panorámica","H",0
"2494312",69.73,3.58,6.99,"Panorámica","H",0
"2494318",0.00,13.61,12.80,"Panorámica","H",0
"2494326",38.71,34.49,0.00,"Detalle","H",0
"2494327",50.53,12.62,2.63,"Panorámica","H",0
"2494349",13.08,33.57,12.79,"Panorámica","H",0
"2494350",76.73,9.93,11.19,"Panorámica","H",0
"2494351",69.12,22.94,4.00,"Panorámica","H",0
"2494352",16.06,26.42,2.07,"Panorámica","H",0
"2494353",40.95,28.15,14.73,"Panorámica","H",0
"2494526",20.12,10.81,2.93,"Panorámica","H",0
"2494527",55.50,7.81,1.55,"Detalle","H",0
"2494531",55.35,10.45,0.00,"Panorámica","H",0
"2494532",81.72,7.97,2.33,"Detalle","H",0
"2494581",74.12,21.20,1.39,"Detalle","H",0
"2494582",71.00,0.00,0.00,"Detalle","H",0
"2494590",71.29,16.54,0.00,"Detalle","H",0
"2494593",76.43,19.22,0.00,"Panorámica","H",0
"2494596",74.28,15.83,0.00,"Detalle","H",0
"2494617",20.32,2.70,0.00,"Panorámica","H",0
"2494621",76.75,6.33,7.75,"Panorámica","H",0
"2494622",8.85,22.51,5.37,"Panorámica","H",0
"2494624",73.41,15.22,0.00,"Detalle","H",0
"2494627",78.66,12.01,7.05,"Panorámica","H",0
"2494643",53.80,19.30,0.00,"Panorámica","H",0
"2494646",42.88,8.19,0.00,"Panorámica","H",0
"2494648",33.33,18.59,0.00,"Panorámica","H",0
"2494722",76.94,17.28,2.31,"Detalle","H",0
"2494723",43.00,33.08,0.00,"Panorámica","H",0
"2494724",68.81,18.92,2.67,"Detalle","H",0
"2494725",70.16,24.56,0.00,"Panorámica","H",0
"2494728",77.93,12.50,2.44,"Panorámica","H",0
"2494732",12.03,7.58,3.58,"Panorámica","H",0
"2494789",25.15,27.88,0.00,"Panorámica","H",0
"2494792",53.66,7.87,0.00,"Panorámica","H",0
"2494793",78.82,3.08,1.27,"Panorámica","H",0
"2494794",70.02,5.64,0.00,"Panorámica","H",0
"2494795",78.58,7.12,7.40,"Panorámica","H",0
"2494796",74.47,10.36,0.00,"Panorámica","H",0
"2494797",26.45,18.01,0.00,"Panorámica","H",0
"2494798",26.12,11.24,0.00,"Panorámica","H",0
"2494799",28.88,28.19,0.00,"Panorámica","H",0
"2494800",58.01,12.41,0.00,"Detalle","H",0
"2494802",61.58,32.72,1.65,"Panorámica","H",0
"2494803",51.42,6.43,0.00,"Panorámica","H",0
"2494806",34.88,39.62,5.50,"Panorámica","H",0
"2494813",44.15,8.83,0.00,"Panorámica","H",0
"2494815",80.91,4.21,2.47,"Panorámica","H",0
"2494816",72.96,7.40,7.40,"Panorámica","H",0
"2494822",78.95,14.07,1.96,"Detalle","H",0
"2494828",62.55,1.84,0.00,"Detalle","H",0
"2494829",82.82,5.15,0.00,"Detalle","H",0
"2494835",60.94,28.96,0.00,"Panorámica","H",0
"2494836",46.96,18.96,4.14,"Panorámica","H",0
"2494838",27.46,23.95,0.00,"Panorámica","H",0
"2494839",35.72,13.97,1.11,"Panorámica","H",0
"2494840",64.49,9.03,0.00,"Panorámica","H",0
"2494859",58.39,14.19,2.31,"Panorámica","H",0
"2494861",23.69,12.48,0.00,"Panorámica","H",0
"2494862",27.99,14.25,2.54,"Panorámica","H",0
"2494863",63.40,4.99,0.00,"Detalle","H",0
"2494864",13.92,13.84,0.00,"Panorámica","H",0
"2494865",30.22,6.81,0.00,"Panorámica","H",0
"2494905",46.21,11.08,4.45,"Panorámica","H",0
"2494923",58.20,18.24,3.01,"Panorámica","H",0
"2494924",86.33,6.77,0.00,"Detalle","H",0
"2494925",65.48,11.63,0.00,"Panorámica","H",0
"2494937",22.84,17.88,0.00,"Panorámica","H",0
"2494938",25.63,19.57,0.00,"Panorámica","H",0
"2494941",32.18,3.40,11.95,"Panorámica","H",0
"2494994",44.68,16.36,5.49,"Panorámica","H",0
"2494995",47.28,22.03,1.46,"Panorámica","H",0
"2494996",38.19,8.54,0.00,"Panorámica","H",0
"2495002",51.65,5.94,0.00,"Panorámica","H",0
"2495033",47.27,12.24,0.00,"Panorámica","H",0
"2495045",59.19,12.45,0.00,"Panorámica","H",0
"2495052",39.93,22.12,1.93,"Panorámica","H",0
"2495057",36.91,9.13,4.75,"Panorámica","H",0
"2495071",69.09,25.45,3.23,"Panorámica","H",0
"2495072",70.70,21.56,1.47,"Panorámica","H",0
"2495137",47.33,24.58,4.09,"Panorámica","H",0
"2495390",0.00,8.15,4.82,"Panorámica","H",0
"2495408",69.35,18.87,5.00,"Panorámica","H",0
"2495427",54.89,26.58,1.19,"Panorámica","H",0
"2495441",51.22,5.06,5.94,"Detalle","H",0
"2495462",0.00,0.00,8.21,"Panorámica","H",0
"2495463",90.37,1.89,5.12,"Detalle","H",0
"2495464",54.82,13.75,5.18,"Panorámica","H",0
"2495465",85.91,0.00,10.84,"Detalle","H",0
"2495472",0.00,9.98,1.28,"Panorámica","H",0
"2495504",50.61,12.47,3.31,"Panorámica","H",0
"2495506",43.72,13.89,1.35,"Panorámica","H",0
"2495507",19.55,14.94,3.69,"Panorámica","H",0
"2495509",23.07,21.53,0.00,"Panorámica","H",0
"2495517",34.84,14.12,0.00,"Panorámica","H",0
"2495518",56.29,4.43,1.48,"Detalle","H",0
"2495519",0.00,18.80,0.00,"Panorámica","H",0
"2495520",26.57,23.74,0.00,"Panorámica","H",0
"2495521",10.89,0.00,1.84,"Panorámica","H",0
"2495528",54.21,16.26,3.30,"Panorámica","H",0
"2495529",24.39,15.90,5.44,"Panorámica","H",0
"2495539",59.12,12.62,1.74,"Panorámica","H",0
"2495540",45.68,16.61,1.23,"Panorámica","H",0
"2495541",28.17,7.06,8.72,"Panorámica","H",0
"2495545",57.24,8.68,3.67,"Panorámica","H",0
"2495546",37.73,2.43,11.91,"Panorámica","H",0
"2495549",46.80,25.73,3.27,"Panorámica","H",0
"2495550",44.77,14.08,9.56,"Panorámica","H",0
"2495552",31.98,0.00,7.19,"Panorámica","H",0
"2495567",21.84,0.00,7.29,"Panorámica","H",0
"2495635",19.75,5.92,5.10,"Panorámica","H",0
"2495637",16.04,33.27,12.53,"Panorámica","H",0
"2495863",24.20,31.41,4.74,"Panorámica","H",0
"2495864",21.43,32.87,5.64,"Panorámica","H",0
"2495866",18.50,28.52,1.60,"Panorámica","H",0
"2495867",41.22,4.61,4.82,"Panorámica","H",0
"2495868",48.78,8.55,5.79,"Panorámica","H",0
"2495924",25.26,18.54,1.59,"Panorámica","H",0
"2496248",47.91,11.64,15.47,"Panorámica","H",0
"2496297",63.31,13.65,11.58,"Panorámica","H",0
"2496298",55.79,29.87,10.28,"Panorámica","H",0
"2496299",14.34,25.85,5.11,"Panorámica","H",0
"2496317",30.66,1.34,6.86,"Panorámica","H",0
"2496318",17.79,4.95,7.88,"Panorámica","H",0
"2496319",27.69,2.77,9.06,"Panorámica","H",0
"2496322",78.39,10.53,3.06,"Panorámica","H",0
"2496323",74.01,12.02,7.78,"Panorámica","H",0
"2496324",20.45,15.23,0.00,"Panorámica","H",0
"2496377",25.91,34.98,0.00,"Panorámica","H",0
"2496378",47.51,21.74,3.05,"Detalle","H",0
"2496478",14.58,7.52,0.00,"Panorámica","H",0
"2496487",14.98,7.62,10.53,"Panorámica","H",0
"2496582",68.61,7.45,0.00,"Panorámica","H",0
"2496735",63.08,26.86,6.26,"Panorámica","H",0
"2496736",14.38,33.37,4.26,"Panorámica","H",0
"2496737",62.98,30.37,3.53,"Panorámica","H",0
"2496738",15.10,25.62,2.65,"Panorámica","H",0
"2496739",63.72,30.72,2.78,"Panorámica","H",0
"2496740",51.67,28.75,3.46,"Panorámica","H",0
"2496741",65.75,22.24,3.82,"Panorámica","H",0
"2496742",65.58,28.07,4.07,"Panorámica","H",0
"2496743",67.06,26.15,4.11,"Panorámica","H",0
"2496744",65.19,26.59,5.33,"Panorámica","H",0
"2496745",28.52,10.91,4.61,"Panorámica","H",0
"2496757",40.58,26.73,8.64,"Panorámica","H",0
"2496758",7.66,25.57,0.00,"Panorámica","H",0
"2496809",86.72,5.89,0.00,"Detalle","H",0
"2496816",64.15,4.28,0.00,"Detalle","H",0
"2496817",0.00,12.97,0.00,"Panorámica","H",0
"2498314",14.84,13.42,0.00,"Panorámica","H",0
"2498669",11.37,9.91,0.00,"Panorámica","H",0
"2498670",17.92,28.36,0.00,"Panorámica","H",0
"2498673",19.45,25.00,0.00,"Panorámica","H",0
"2498675",28.66,14.29,0.00,"Panorámica","H",0
"2499306",52.91,30.63,0.00,"Detalle","H",0
"2499323",49.11,23.24,2.60,"Panorámica","H",0
"2499327",87.89,6.78,0.00,"Detalle","H",0
"2501746",40.97,34.20,0.00,"Panorámica","H",0
"2504625",39.24,23.73,0.00,"Panorámica","H",0
"2504647",53.89,11.64,1.36,"Panorámica","H",0
"2504776",47.44,13.76,0.00,"Detalle","H",0
"2504779",53.66,11.73,0.00,"Detalle","H",0
"2504808",12.04,5.90,1.59,"Panorámica","H",0
"2504813",16.22,10.14,9.20,"Panorámica","H",0
"2504817",21.66,33.07,2.77,"Panorámica","H",0
"2504860",81.22,16.29,0.00,"Detalle","H",0
"2504861",79.28,7.74,0.00,"Detalle","H",0
"2504866",33.23,16.73,0.00,"Panorámica","H",0
"2504896",48.75,31.13,0.00,"Panorámica","H",0
"2504900",32.62,36.92,0.00,"Panorámica","H",0
"2504904",27.43,2.38,2.23,"Panorámica","H",0
"2504910",25.49,23.01,0.00,"Panorámica","H",0
"2504944",31.06,13.31,0.00,"Panorámica","H",0
"2504982",23.18,9.43,0.00,"Panorámica","H",0
"2504983",14.65,23.55,1.53,"Panorámica","H",0
"2505007",18.69,11.23,7.15,"Panorámica","H",0
"2505013",69.76,0.00,2.72,"Panorámica","H",0
"2505028",19.20,19.45,3.50,"Panorámica","H",0
"2505030",65.99,11.06,0.00,"Detalle","H",0
"2505046",65.26,32.08,0.00,"Detalle","H",0
"2505108",11.89,22.18,0.00,"Panorámica","H",0
"2505122",32.67,15.92,5.48,"Panorámica","H",0
"2505134",35.12,13.66,0.00,"Panorámica","H",0
"2505137",58.77,11.28,0.00,"Detalle","H",0
"2505179",20.16,17.26,0.00,"Panorámica","H",0
"2505216",42.84,31.07,0.00,"Panorámica","H",0
"2505225",51.23,7.80,4.16,"Detalle","H",0
"2505230",44.31,9.63,3.86,"Detalle","H",0
"2505254",32.80,61.07,3.66,"Panorámica","H",0
"2505263",77.98,14.17,0.00,"Panorámica","H",0
"2505619",24.86,51.12,3.11,"Panorámica","H",0
"2505643",31.27,43.44,3.64,"Panorámica","H",0
"2505644",48.09,38.17,0.00,"Panorámica","H",0
"2505645",24.68,44.83,2.87,"Panorámica","H",0
"2505647",26.42,45.95,0.00,"Panorámica","H",0
"2505652",65.17,3.82,3.01,"Detalle","H",0
"2505657",40.63,36.38,2.44,"Panorámica","H",0
"2505697",55.93,10.45,3.24,"Detalle","H",0
"2505716",50.97,21.16,0.00,"Panorámica","H",0
"2505810",38.73,19.25,0.00,"Panorámica","H",0
"2505866",21.70,6.93,0.00,"Panorámica","H",0
"2505897",21.00,20.00,0.00,"Panorámica","H",0
"2505942",58.65,7.91,0.00,"Detalle","H",0
"2505950",32.89,20.87,1.27,"Panorámica","H",0
"2505955",42.08,13.07,1.43,"Panorámica","H",0
"2505956",34.07,26.02,0.00,"Panorámica","H",0
